1999-10-30:Saturday October 30, 1999 -- Silvia LM Chalks up another Grand Valley 300 Win!
1999-11-01:Monday November 1, 1999 -- tuned GTO'95MR Posts New Record at SSR11 All-Night II Again
1999-11-02:Tuesday November 2, 1999 -- My Logs of My Games
1999-11-03:Wednesday November 3, 1999 -- Grant Tomaso, a Gran Turismo Legend in his own Time^H^H^H^HMind...
1999-11-05:Friday November 5, 1999 -- My Impressions of the Underground Jampack Gran Turismo 2 Demo
1999-11-06:Saturday Novermber 06, 1999 -- Viper GTS-R Improves Its Grand Valley 300 Time!
1999-11-07:Sunday November 7, 1999 -- Oh no.  I finally went and bought a GameShark
1999-11-10:Wednesday November 10, 1999 -- prize Impreza does reasonable job at SSR11 All-Night II in platinum game
1999-11-12:Friday November 12, 1999 -- Zeller's Show the GT2 packaging in their "magazine"
1999-11-13:Saturday November 13, 1999 -- I set new PB with ConceptCar in SSR11 All-Night I in platinum game
1999-11-14:Sunday November 14, 1999 -- I finally break 1-30 with the ConceptCar in the Grand Valley 300
1999-11-15:Monday November 15, 1999 -- 1967 Corvette Wins the Normal Series
1999-11-17:Wednesday November 17, 1999 -- Doing Weird Stuff with My Game Shark
1999-11-21:Sunday November 21, 1999 -- I finally win a second "real" gold medal (for B-4)
1999-11-22:Monday November 22, 1999 -- Fun with a GameShark Pro and GT v1.1
1999-11-27:Saturday, November 27, 1999 -- After well over a thousand tries, I finally win the gold medal for B-3
1999-12-02:Thursday, December 02, 1999 -- And now I win the gold medal for B-5
1999-12-03:Friday, December 03, 1999 -- I Actually Get All Golds on My B License and Win the Concept Car!
1999-12-04:Saturday, December 04, 1999 -- I Start Another Game, starring Ray Hastings
1999-12-05:Sunday December 05, 1999 -- prize Supra RZ wins SSR11 All-Night II in hastings game
1999-12-06:Monday December 6, 1999 -- Cerbera LM Does Reasonably Well in SSR11 All-Night I in Hastings Game
1999-12-08:Wednesday December 8, 1999 -- In Hastings Game, Cerbera LM Finally Retries Grand Valley 300, Doing Very Well
1999-12-09:Thursday December 9, 1999 -- Pit and Other Track Weirdness in Gran Turismo, plus Game Shark Codes
1999-12-16:Thursday December 16, 1999 -- I Lost My Skill, on Apricot Hill
2000-01-02:Sunday January 2, 2000 -- Brief Exciting Enduro Results in Gran Turismo 2
2000-01-09:Sunday January 9, 2000 -- To Enjoy Gran Turismo 2 More, Use LSD
2000-01-10:Monday January 10, 2000 -- How I Avoid Finding Enduros Boring
2000-01-13:Thursday January 13, 2000 -- A Couple of Tricky Tips for GT2
2000-01-14:Friday January 14, 2000 -- I Use LSD in Gran Turismo 2, and Maybe I am a Dope!
2000-01-19:Wednesday January 19, 2000 -- Cr10,000 Starter Cars Do Well in Trial Mountain 30 Race of Gran Turismo 2
2000-01-20:Thursday January 20, 2000 -- Slumming
2000-02-03:Wednesday February 2, 2000 -- Fun with a GameShark Pro and GT v2.0
2000-02-07:Monday February 7, 2000 -- Start GT2 by Entering the Trail Mountain 30 with my Cr10,000 Starter
2000-02-14:Monday February 14, 2000 -- Confessions of a Delinquent Diarist
2000-02-24:Thursday February 24, 2000 -- Manufacturers' Races Are So BO-OR-ORING
2000-03-02:Thursday March 02, 2000 -- I Finally Finish All of Gran Turismo 2
2000-03-03:Friday March 03, 2000 -- Analysis of Two Versions of Gran Turismo 2 CD's Using a PC
2000-03-04:Saturday March 04, 2000 -- Analysis of Yet Another Versions of Gran Turismo 2 CD's Using a PC
2000-03-05:Sunday March 05, 2000 -- Brief Memory Map of the Intermediate Simulation Mode Disk I have
2000-03-07:Tuesady March 07, 2000 -- I took an old two-forty, and I played a little dirty,And I beat the bloody Vector at the Tri-al Mountain Thirty!
2000-03-14:Tuesday March 14, 2000 -- Amazing Game Shark Discovery for Gran Turismo 2, version 1.0
2000-03-17:Friday March 17, 2000 -- How Many Silly Events Are There in This Game, Anyway?
2000-03-20:Monday March 20, 2000 -- Some Reports on Colour Codes for GT2 cars
2000-04-21:Friday April 21, 2000 -- A Useful GameShark Code for Beating the Vector
2000-04-26:Wednesday April 26, 2000 -- A GameShark Code to Get all Colours of All License Test Gold Cars
2000-04-27:Thursday April 27, 2000 -- (GT2 Version 1.2)  GameShark Code to Get all Colours of All License Test Gold Cars
2000-05-15:Monday May 15, 2000 -- (GT2 Version 1.0)  GameShark Code to Set Up Silly Fake Drag Racing
2000-05-17:Wednesday May 17, 2000 -- (GT2 Version 1.1)  GameShark Info about the Toyota New Car Lot
2000-05-21:Sunday May 21, 2000 -- (GT2 Version 1.0)  GameShark Info about the Multi-Race Series Information
2000-05-22:Monday May 22, 2000 -- A short GameShark Code to let you win license test prize cars
2000-05-23:Tuesday May 23, 2000 -- I Simply Remember My Favourite Cars...
2000-05-25:Thursday May 25, 2000 -- Tired of Typing in Car Codes to Get Prize Cars?
2000-06-01:Thursday June 01, 2000 -- A Little Real-Life Driving!
2000-06-09:Friday June 09, 2000 -- I Finally Get ALL GOLDS on my B License!
2000-06-29:Thursday June 29, 2000 -- I Add A Search Facility to this Diary
2000-07-03:Monday July 03, 2000 -- (GT2)  GameShark Code to Set Up Two Player Drag Racing in Arcade Mode
2000-07-14:Friday July 14, 2000 -- (GT2)  Evolution of a GameShark Code, Part I
2000-07-15:Saturday July 15, 2000 -- (GT2)  Evolution of a GameShark Code, Part II
2000-07-16:Sunday July 16, 2000 -- (GT2)  Evolution of a GameShark Code, Part III
2000-07-17:Monday July 17, 2000 -- (GT2)  Evolution of a GameShark Code, Conclusion (For Now)
2000-08-04:Friday August 04, 2000 -- (GT2 Version 1.1)  GameShark Code to Set Up Silly Fake Drag Racing
2000-08-05:Saturday August 05, 2000 -- (GT2 Version 1.2)  GameShark Code to Set Up Silly Fake Drag Racing
2000-08-06:Sunday August 06, 2000 -- (GT2 Version 1.0)  GameShark Addresses for Lap Counters
2000-08-17:Thursday August 17, 2000 -- Nismo 400R Does Reasonably Well in SSR11 All-Night I in Nismo Game
2000-08-18:Friday August 18, 2000 -- In Nismo Game, [R]400R Wins Grand Valley 300, Almost Beating my Cerbera LM!
2000-08-19:Saturday August 19, 2000 -- Nismo 400R Does Reasonably Well in SSR11 All-Night II in Nismo Game
2000-08-24:Thursday August 24, 2000 -- An Attempted Quick-Reference Guide to GameShark Code Meanings
2000-08-30:Wednesday August 30, 2000 -- Analysis of Two Versions of Gran Turismo 2 CD's Using a PC
2000-09-09:Saturday, September 09, 2000 -- Did You Ever Have to Make Up Your Mind?
2000-09-16:Saturday September 16, 2000 -- A Lowly Prelude VTEC Manages to Win at Grand Valley
2000-09-17:Sunday September 17, 2000 -- I cleanly break 1-30 with the ConceptCar in the Grand Valley 300
2000-09-23:Saturday September 23, 2000 -- A Lowly 1995 Primera 2.0 Te Manages to Win at Grand Valley
2000-09-24:Sunday September 24, 2000 -- 1995 Primera 2.0 Te Beats a Strong Field to Win at Grand Valley Again!
2000-10-02:Monday October 02, 2000 -- My Impressions of Sports Car GT
2000-10-03:Tuesday October 03, 2000 -- More Impressions of Sports Car GT
2000-10-04:Wednesday October 04, 2000 -- A Few Cheats For V-Rally 2
2000-10-20:Friday October 20, 2000 -- (GT1 Version 1.1)  GameShark Addresses and Codes for Simulation Events
2000-10-21:Saturday October 21, 2000 -- Lowish-powered FTO GP Version R Cleanly Wins Grand Valley 300 Against a Strong Field
2000-10-22:Sunday October 22, 2000 -- I drive AI also-ran EXIV 200GT to a Close but Clean Win in the Grand Valley 300
2000-10-23:Monday October 23, 2000 -- (GT1 Version 1.1)  GameShark Addresses and Codes for Simulation Prize Money
2000-10-24:Tuesday October 24, 2000 -- (GT1 Version 1.1)  GameShark Addresses and Codes for Simulation Race Parameters
2000-10-25:Wednesday October 25, 2000 -- (GT1 Version 1.1)  GameShark Addresses and Codes for Simulation Race Parameters
2000-10-26:Thursday October 26, 2000 -- (GT1 Version 1.1)  GameShark Addresses and Codes for Simulation Car Purchasing
2000-10-28:Saturday October 28, 2000 -- I drive tuned Cerbera to an Easy Win in a Sharked Tuned Grand Valley 300
2000-10-29:Sunday October 29, 2000 -- I drive tuned Cerbera to a Win in the Real Grand Valley 300
2000-10-30:Monday October 30, 2000 -- (GT1 Version 1.1)  GameShark Addresses and Codes for Arcade Mode
2000-10-31:Tuesday October 31, 2000 -- (GT1 Version 1.1)  GameShark Addresses and Codes for Simulation Competitor Lists
2000-11-01:Wednesday, November 1, 2000 -- Gran Turismo 1 Garage Structure (Game Shark Hints)
2000-11-03:Friday November 03, 2000 -- I drive race-mod Subaru '94 Wagon WRX to an Easy Win in a Sharked 60 lap High Sppeed Ring Enduro
2000-11-05:Sunday November 05, 2000 -- prize Lancer Evolution IV wins SSR11 All-Night II in lancer game
2000-11-10:Friday November 10, 2000 -- In Lancer Game, [R]Lancer EvoIV  Cleanly Wins Grand Valley 300
2000-11-11:Saturday November 11, 2000 -- In Lancer Game, [R]Lancer EvoIV  Cleanly Wins Special Stage R11 All-Night I
2000-11-12:Sunday, November 12, 2000 -- Gran Turismo 1 Controller Settings (Game Shark Hints)
2000-11-13:Monday November 13, 2000 -- (GT1 Version 1.1)  Sunday Cup Race Parameters, Primarily for GameShark Use
2000-11-14:Tuesday November 14, 2000 -- (GT1 Version 1.1)  Clubman Cup Race Parameters, Primarily for GameShark Use
2000-11-15:Wednesday November 15, 2000 -- (GT1 Version 1.1)  GT Cup Race Parameters, Primarily for GameShark Use
2000-11-16:Thursday November 16, 2000 -- (GT1 Version 1.1)  GT World Cup Race Parameters, Primarily for GameShark Use
2000-11-17:Friday November 17, 2000 -- (GT1 Version 1.1)  FF Series Race Parameters, Primarily for GameShark Use
2000-11-18:Saturday November 18, 2000 -- (GT1 Version 1.1)  FR Series Race Parameters, Primarily for GameShark Use
2000-11-19:Sunday November 19, 2000 -- (GT1 Version 1.1)  4WD Series Race Parameters, Primarily for GameShark Use
2000-11-20:Monday November 20, 2000 -- (GT1 Version 1.1)  Lightweight Series Race Parameters, Primarily for GameShark Use
2000-11-21:Tuesday November 21, 2000 -- (GT1 Version 1.1)  USvsJP Series Race Parameters, Primarily for GameShark Use
2000-11-22:Wednesday November 22, 2000 -- (GT1 Version 1.1)  UKvsJP Series Race Parameters, Primarily for GameShark Use
2000-11-23:Thursday November 23, 2000 -- (GT1 Version 1.1)  UKvsUS Series Race Parameters, Primarily for GameShark Use
2000-11-24:Friday November 24, 2000 -- (GT1 Version 1.1)  Mega Speed Series Race Parameters, Primarily for GameShark Use
2000-11-25:Saturday November 25, 2000 -- (GT1 Version 1.1)  Normal Series Race Parameters, Primarily for GameShark Use
2000-11-26:Sunday November 26, 2000 -- (GT1 Version 1.1)  Tuned Series Race Parameters, Primarily for GameShark Use
2000-11-27:Monday November 27, 2000 -- (GT1 Version 1.1)  Grand Valley 300 Race Parameters, Primarily for GameShark Use
2000-11-28:Tuesday November 28, 2000 -- (GT1 Version 1.1)  All-Night I Race Parameters, Primarily for GameShark Use
2000-11-29:Wednesday November 29, 2000 -- (GT1 Version 1.1)  All-Night II Race Parameters, Primarily for GameShark Use
2000-11-30:Thursday November 30, 2000 -- (GT1 Version 1.1)  High Speed Ring Spot Race Parameters, Primarily for GameShark Use
2000-12-01:Friday December 01, 2000 -- (GT1 Version 1.1)  Grand Valley East Spot Race Parameters, Primarily for GameShark Use
2000-12-02:Saturday December 02, 2000 -- (GT1 Version 1.1)  Autumn Ring Mini Spot Race Parameters, Primarily for GameShark Use
2000-12-03:Sunday December 03, 2000 -- (GT1 Version 1.1)  Deep Forest Racing Way Spot Race Parameters, Primarily for GameShark Use
2000-12-04:Monday December 04, 2000 -- (GT1 Version 1.1)  Trial Mountain Spot Race Parameters, Primarily for GameShark Use
2000-12-05:Tuesday December 05, 2000 -- (GT1 Version 1.1)  I Finally Find the GameShark Addresses for The Used Car Lots!
2000-12-06:Wednesday, December 06, 2000 -- (Gran Turismo 1) Hints for Winning the Gold Medal for B-3
2000-12-07:Thursday December 07, 2000 -- (GT1 Version 1.1) More Explanation of the  Race Parameters
2000-12-08:Friday December 08, 2000 -- (GT1 Version 1.1)  More Details About the GameShark Addresses for The Used Car Lots!
2001-01-05:Friday January 05, 2001 -- (GT1 Version 1.1)  A Code to Make Cars Appear in the Used Car Lots
2001-01-30:Tuesday January 30, 2001 -- A Comparison of Speed 12 Settings
2001-02-18:Sunday February 18, 2001 -- I Manage to Find a Scale-Model Subaru Impreza
2001-02-20:Tuesday February 20, 2001 -- (GT2 Version 1.2) Brief Memory Map for GameShark Use
2001-02-28:Wednesday February 28, 2001 -- (GT2 Version 1.0) Brief Memory Map for GameShark Use
2001-04-01:Sunday April 01, 2001 -- tuned Fairlady Z 2 seater Turbo wins SSR11 All-Night II in fairlady game
2001-04-05:Thursday April 05, 2001 -- In Fairlady Game, [R]Fairlady Z Turbo Cleanly Wins the All-Night I
2001-04-06:Friday April 06, 2001 -- In Fairlady Game, [R]Fairlady Z Turbo Cleanly Wins Grand Valley 300
2001-04-13:Friday April 13, 2001 -- tuned 1995 Supra RZ wins SSR11 All-Night II in Supra game
2001-04-14:Saturday April 14, 2001 -- In Supra Game, [R]Supra '95 RZ Dominates the All-Night I
2001-04-16:Monday April 16, 2001 -- In Supra Game, [R]Supra '95 RZ Does Reasonably Well in Grand Valley 300
2001-04-19:Thursday April 19, 2001 -- I Win the Normal Series with an Impreza Wagon
2001-05-04:Friday May 04, 2001 -- tuned prize Supra RZ wins SSR11 All-Night II in Fiji game
2001-05-05:Saturday May 05, 2001 -- In Fiji Game, [R]Camaro 30th Anniversary Edition Cleanly Wins the All-Night I
2001-05-06:Sunday May 06, 2001 -- In Fiji Game, [R]Camaro 30th Anniversary Edition Manages to Win GV300
2001-05-13:Sunday May 13, 2001 -- I Finished the Fiji Game; an Interesting Minimal Strategy
2001-05-16:Wednesday May 16, 2001 -- tuned Griffith 4.0 wins SSR11 All-Night II in Proper game
2001-05-17:Thursday May 17, 2001 -- In Proper Game, [R]Impreza STi III Dominates the All-Night I
2001-05-20:Sunday May 20, 2001 -- In Proper Game, Normal Prize [R]Impreza STi Wins GV300
2001-05-24:Thursday May 24, 2001 -- My Almost Total Deconstruction of Gran Turismo 1
2001-06-10:Sunday June 10, 2001 -- The Ontario Contingent of the Gran Turismo Forums Has a Small Gathering
2001-07-09:Monday July 09, 2001 -- JavaScript Pages to Help Compare Cars and Locate Used Cars
2001-07-21:Saturday July 21, 2001 -- Comparing Skylines (especially used) in the Normal Series
2001-07-29:Sunday July 29, 2001 -- A "Proper" Game Using Nissans As Much As Possible
2001-08-11:Saturday August 11, 2001 -- Tuned Silvia '88 K's wins SSR11 All-Night II in Nissan game
2001-08-12:Sunday August 12, 2001 -- In Nissan Game, [R]Silvia'88 K's Wins All-Night I
2001-08-13:Monday August 13, 2001 -- In Nissan Game, [R]Silvia'88 K's Wins Grand Valley 300
2001-08-19:Sunday August 19, 2001 -- tuned GT-R'89 Demolishes SSR11 All-Night II in Nissan game
2001-08-21:Tuesday August 21, 2001 -- In Nissan Game, [R]R32GT-R'89 Shatters All-Night I
2001-08-24:Friday August 24, 2001 -- In Nissan Game, [R]R32GT-R'89 Convincingly Wins Grand Valley 300
2001-09-10:Monday September 10, 2001 -- tuned GTO'92 Comes Close to SSR11 All-Night II in Mitsu game
2001-09-14:Friday September 14, 2001 -- In Mitsu Game, [R]GTO'92twinturbo Wins All-Night I
2001-09-16:Sunday September 16, 2001 -- In Mitsubishi Game, [R]GTO'92 twinturbo Convincingly Wins Grand Valley 300
2001-09-28:Friday, September 28, 2001 -- I Finally Get Another A License Gold on A-1 in Gran Turismo 1
